temperature,vibration,voltage,current,operating_hours,error_rate,failure
74.9816047538945,0.004362767366200287,3.383998648791976,1.319072284186087,667.9328782883914,0.04251459230712457,0
98.02857225639664,0.00399620886608263,2.9476095964789693,1.2296462267670965,280.1537728079103,0.025231335142249154,0
89.2797576724562,0.002585385212525741,3.077311755495909,1.4822492624319703,340.08252744721034,0.010577814920977105,1
83.94633936788146,0.006465400030913392,3.3306245094862543,1.1094892254921191,443.2751435437514,0.03709544754389454,1
66.24074561769746,0.00528961744457766,3.185671475619584,1.2939282079994703,486.9413352934019,0.02151522864848149,1
66.2397808134481,0.008791308930916033,3.3908568309079152,1.3501050074951113,560.2974375000338,0.030136746689172364,0
62.323344486727976,0.0012889862243385243,3.568966320978288,1.4127822446726908,585.3740550306393,0.006255999218523003,0
94.6470458309974,0.0067948113479961375,2.893237350172158,1.2034855152140036,965.8610564263182,0.03194761548628362,1
84.04460046972835,0.007866539906604051,3.367654173118449,1.3434609538287408,1068.1890625694782,0.019303973958311092,1
88.32290311184181,0.007835379122694764,2.9842753245056914,1.1516007356921414,686.8704954400763,0.01737529773620623,0
60.823379771832094,0.008974665703859727,3.1315813819260554,1.2177380461809102,1823.8631978493836,0.04901586336011226,0
98.79639408647978,0.0075613036854654475,2.8262901806361116,1.4478135656016997,1150.9654743440137,0.022189101495252116,1
93.29770563201687,0.009350290554829267,2.908725905834159,1.474953804665477,1596.2061632634727,0.034223880527670975,1
68.49356442713105,0.0039939093983880234,3.0558218312391197,1.3594086734636324,1856.0518815996024,0.03175864924311821,0
67.27299868828402,0.005528884750763888,3.0735886442303877,1.1871759453880926,409.9567176940299,0.0061108739933727245,0
67.33618039413736,0.0011267169695460162,3.5196681731696766,1.410028894987332,912.9615190597056,0.037648449316151494,0
72.1696897183815,0.001062618285729621,3.393450327413212,1.01293354086271,923.0997632577566,0.016834800968245252,0
80.99025726528951,0.0031611395840636792,3.577746374549633,1.0513729552697106,773.4972758328729,0.04014803791064002,1
77.27780074568463,0.0019072647742517674,3.2792572082681923,1.3306868681876804,116.92114644811589,0.030774398348153743,0
71.64916560792167,0.003341902311421783,2.9933709856730544,1.1456242876350287,1650.3470047783806,0.01653748300772099,0
84.47411578889518,0.002593389650755577,3.062124023937314,1.4756931092002388,311.96271095241536,0.018458355056222477,0
65.57975442608168,0.0012566802235478341,3.0558687386335737,1.2180303060461524,1991.413136051342,0.03684386111365168,0
71.68578594140872,0.009183737317654445,3.061195462130601,1.2146824101945886,1568.621134631245,0.027952906441021212,1
74.65447373174767,0.0010740081825000238,3.3383713384894524,1.3390397550954656,1202.0190334523775,0.03374920099289445,0
78.24279936868143,0.007624739299033769,3.224646342472333,1.383784281153095,393.75219370903517,0.008757597732684226,0
91.40703845572054,0.002369330982275649,3.1083393424693155,1.2377793690625682,1079.2466456471693,0.039561856939192515,0
67.98695128633439,0.009210066597996402,2.9192718149829733,1.1070004508558622,596.1066076298368,0.0166991746268367,0
80.56937753654447,0.009035163456308972,2.8177113303537165,1.3866543213628109,579.412796631832,0.03137320209072599,1
83.6965827544817,0.006885110317323317,2.975067742070154,1.1601756374368137,1676.1055738267223,0.006619311436858427,0
61.858016508799906,0.007050107348205447,2.885977123174945,1.0875553846469288,823.2244055229258,0.016749591816691382,0
84.30179407605753,0.001048052277727197,3.4283560246817917,1.3158200949625067,956.3752264425277,0.03279449736026545,1
66.82096494749166,0.00986384409502242,2.889998366251108,1.045226833495175,1701.6330017822247,0.01443610048222228,1
62.60206371941118,0.00890049343218233,3.379382589845469,1.4856763375430275,266.8021888658009,0.04413529764074104,1
97.95542149013333,0.00905595603157083,3.108526951820866,1.3161986322060684,1229.773920872994,0.0334001915727276,1
98.62528132298237,0.006933200833457848,2.858702711795021,1.4929477604608778,1198.6097946087718,0.04364364127154299,1
92.33589392465845,0.004103082357890829,3.4501840395452685,1.169446711739318,907.9076816066829,0.020374144410304915,1
72.18455076693482,0.009042837841814328,3.2637044561892905,1.485602580595199,1676.5718187057766,0.002665271988609075,0
63.90688456025536,0.0036236523533607315,2.9886092102908584,1.0727811238643117,1891.491116537816,0.029230858204400037,1
87.36932106048627,0.006064403890079826,3.5157449394661344,1.0203473861735142,984.1381376358604,0.017620481633543243,0
77.60609974958405,0.0018975787510949417,2.836206651096441,1.0164920302273013,966.6793968969595,0.02296123042019531,0
64.88152939379115,0.009297600671194752,2.9614556865582102,1.2324351852996136,1053.9210863744152,0.0343744004822147,1
79.80707640445081,0.00226693411994092,3.4016375422446887,1.0415020987392973,1473.9356585828168,0.035332568686472714,0
61.375540844608736,0.0030240712515736657,3.3675023442479115,1.2560839420838008,1369.3145523280284,0.0023502643284249542,0
96.37281608315129,0.0060232074231539355,3.0314173549795824,1.1637502517544502,523.3864034930855,0.038695830969141067,1
70.35119926400068,0.007876837001916836,2.8496199002822262,1.1678144962370578,221.4011623387523,0.025182426832847868,1
86.50089137415928,0.006574161753426691,3.4864624577799552,1.317804498272585,1903.5828466518997,0.02827823989290295,1
72.46844304357644,0.0030892052152014056,3.050958110455922,1.0815490030758101,596.0325434940381,0.015601715074302774,0
80.80272084711243,0.001008487382747413,2.956570731942612,1.3832766851698655,1313.3337009121242,0.02162085551402847,0
81.86841117373119,0.007814355222766953,3.2128494578887814,1.2910154598893173,1674.0322052130725,0.03580838156498726,0
67.39417822102108,0.009866865933199846,3.5281817594259577,1.4574723144237556,670.5258260396539,0.03905897634426867,1
